,rmat_tag,pdt_smiles,frag_in_large,pdt_cleaned,pmi_x,pmi_y
46100,931311,[13C].[17O][16C]1[17C]=[14C][15C][15N]1[18O],[17O][16C]1[17C]=[14C][15C][15N]1[18O],OC1C=CCN1O,0.6072480932832435,0.8102284972563238
46200,932487,[13C].[15N]=[15C][14C]=[17C]1[18O][16C]1[17O],[15N]=[15C][14C]=[17C]1[18O][16C]1[17O],N=CC=C1OC1O,0.10828451400231544,0.942911509552474
46300,936026,[13C].[14C]1=[17C][16C]2[15N][18O][15C]12.[17O],[14C]1=[17C][16C]2[15N][18O][15C]12,C1=CC2NOC12,,
46400,939241,[13C].[15N].[17C]=[14C][15C]=[16C][17O].[18O],[17C]=[14C][15C]=[16C][17O],C=CC=CO,0.07003569953020923,0.930476737402871
46500,965794,[13C].[15C][14C][16C]([15N])[17C][18O][17O],[15C][14C][16C]([15N])[17C][18O][17O],CCC(N)COO,0.2711486288330753,0.7878173598071142
46600,967082,[13C].[16C][14C][15C][17O][15N]=[17C].[18O],[16C][14C][15C][17O][15N]=[17C],CCCON=C,0.11880030729245403,0.910321822042704
46700,968216,[13C].[15N].[17O]=[15C][14C][16C]=[17C]=[18O],[17O]=[15C][14C][16C]=[17C]=[18O],O=CCC=C=O,0.19615805902009778,0.8740974884069842
46800,969273,[13C].[17C][17O][16C][14C][15C]([15N])[18O],[17C][17O][16C][14C][15C]([15N])[18O],COCCC(N)O,0.13947163254850375,0.9132978458598082
46900,970702,[13C].[14C]1[15C]=[15N][17C]2([16C]1)[17O][18O]2,[14C]1[15C]=[15N][17C]2([16C]1)[17O][18O]2,C1C=NC2(C1)OO2,0.3830963543966197,0.8531767102624128
47000,972098,[13C].[14C]1[15C][17C]2([16C]1)[15N][18O][17O]2,[14C]1[15C][17C]2([16C]1)[15N][18O][17O]2,C1CC2(C1)NOO2,0.3494873589964587,0.9791238237749047
47100,973290,[13C].[15N]#[17C][15C]1[14C][16C][17O]1.[18O],[15N]#[17C][15C]1[14C][16C][17O]1,N#CC1CCO1,0.23698992197794783,0.8934204210766463
47200,974567,[13C].[17O][16C]1[14C][15C]2[15N][18O][17C]21,[17O][16C]1[14C][15C]2[15N][18O][17C]21,OC1CC2NOC21,,
47300,978987,[13C].[15N].[17O][17C][18O][15C]1[14C][16C]1,[17O][17C][18O][15C]1[14C][16C]1,OCOC1CC1,0.2184416019279835,0.9220616999692949
47400,981733,[13C].[17O]=[15N][17C]([18O])[15C]1[14C][16C]1,[17O]=[15N][17C]([18O])[15C]1[14C][16C]1,O=NC(O)C1CC1,0.3886616400618841,0.774501619816971
47500,986150,[13C].[15C][14C]([16C]=[17C])[18O][17O][15N],[15C][14C]([16C]=[17C])[18O][17O][15N],CC(C=C)OON,0.29841272758347304,0.7696972421140048
47600,987189,[13C].[15C]1[15N]=[17C][16C]2[18O][14C]12.[17O],[15C]1[15N]=[17C][16C]2[18O][14C]12,C1N=CC2OC12,0.42540635356994577,0.7394043361862543
47700,988449,[13C].[15C]1[17C]=[15N][16C]2[18O][14C]12.[17O],[15C]1[17C]=[15N][16C]2[18O][14C]12,C1C=NC2OC12,0.5051416916838375,0.719878234531
47800,989526,[13C].[17O][15N]1[15C]2[14C]([18O])[16C][17C]21,[17O][15N]1[15C]2[14C]([18O])[16C][17C]21,ON1C2C(O)CC21,0.24402011077744487,0.9022932179136477
47900,992150,[13C].[17C]=[15N][15C]1[14C]([18O])[16C]1[17O],[17C]=[15N][15C]1[14C]([18O])[16C]1[17O],C=NC1C(O)C1O,0.362221625378852,0.7542061609019433
48000,997232,[13C].[15C][14C]1[17O][15N][16C]1[17C][18O],[15C][14C]1[17O][15N][16C]1[17C][18O],CC1ONC1CO,0.3829225629662942,0.96365493786516
48100,998232,[13C].[17C][18O][16C]1[17O][14C]1[15C][15N],[17C][18O][16C]1[17O][14C]1[15C][15N],COC1OC1CN,0.17823434630836724,0.9153103627813582
48200,999480,[13C].[16C][14C]1[15C][17C]([18O])[15N][17O]1,[16C][14C]1[15C][17C]([18O])[15N][17O]1,CC1CC(O)NO1,0.2680752803647906,0.8223415594824658
48300,1000542,[13C].[16C][14C]([17O])[15C]1[15N][17C]1=[18O],[16C][14C]([17O])[15C]1[15N][17C]1=[18O],CC(O)C1NC1=O,0.43029250180501016,0.9463774257341658
48400,1002932,[13C].[15N]1[18O][15C]2[14C]3[17O][17C]1[16C]32,[15N]1[18O][15C]2[14C]3[17O][17C]1[16C]32,N1OC2C3OC1C32,0.5669494354456395,0.7365629128041193
48500,1012265,[13C].[15C][14C]1[16C]([18O])[15N]1[17C][17O],[15C][14C]1[16C]([18O])[15N]1[17C][17O],CC1C(O)N1CO,0.4124122209168923,0.8406230812679958
48600,1013330,[13C].[18O]=[15C][14C]1[16C]2[17C][17O][15N]12,[18O]=[15C][14C]1[16C]2[17C][17O][15N]12,O=CC1C2CON12,0.1567808336644015,0.9587483681004211
48700,1014320,[13C].[17C].[17O][16C][14C]1[15C][15N]1[18O],[17O][16C][14C]1[15C][15N]1[18O],OCC1CN1O,0.24869243559100582,0.8643143896584932
48800,1015688,[13C].[15N][14C]([15C][17C]=[18O])[16C][17O],[15N][14C]([15C][17C]=[18O])[16C][17O],NC(CC=O)CO,0.36243640705110136,0.9628271959402472
48900,1016771,[13C].[16C]1[18O][17O][15C]2[17C]=[15N][14C]12,[16C]1[18O][17O][15C]2[17C]=[15N][14C]12,C1OOC2C=NC12,0.5462693999962422,0.7814100238652844
49000,1018370,[13C].[17O][17C]1=[15C][14C]2[15N][16C]2[18O]1,[17O][17C]1=[15C][14C]2[15N][16C]2[18O]1,OC1=CC2NC2O1,0.2685104914765156,0.8496658617147774
49100,1021123,[13C].[17C][17O][15N]1[14C]2[15C]1[16C]2[18O],[17C][17O][15N]1[14C]2[15C]1[16C]2[18O],CON1C2C1C2O,0.12403051929020179,0.9557704763571429
49200,1040962,[13C].[15C][14C]1[17C][15N]2[17O][16C]1[18O]2,[15C][14C]1[17C][15N]2[17O][16C]1[18O]2,CC1CN2OC1O2,0.5096170848638315,0.9047224608860633
49300,1041969,[13C].[15C]1[18O][16C]2[15N][17C][14C]12.[17O],[15C]1[18O][16C]2[15N][17C][14C]12,C1OC2NCC12,,
49400,1042844,[13C].[17O][15C][14C]1[16C]2[15N][17C]12[18O],[17O][15C][14C]1[16C]2[15N][17C]12[18O],OCC1C2NC12O,0.2604284601407967,0.8589950228978057
49500,1043821,[13C].[18O]=[17C][14C]1[15C][15N]2[17O][16C]12,[18O]=[17C][14C]1[15C][15N]2[17O][16C]12,O=CC1CN2OC12,0.26050721696929874,0.9032132076669336
49600,1044914,[13C].[15N]1[15C]2[17O][16C]3[14C]2[17C]13.[18O],[15N]1[15C]2[17O][16C]3[14C]2[17C]13,N1C2OC3C2C13,,
49700,1046675,[13C].[15C]1[14C]2[16C]3[17O][18O][15N][17C]123,[15C]1[14C]2[16C]3[17O][18O][15N][17C]123,C1C2C3OONC123,0.36793539595657226,0.7693676170118409
49800,1048013,[13C].[15N][15C]1[17C][14C]1[16C][17O][18O],[15N][15C]1[17C][14C]1[16C][17O][18O],NC1CC1COO,0.22338443108778597,0.9647079884002794
49900,1051045,[13C].[15N]1[17O][17C]2[18O][15C]3[14C]2[16C]13,[15N]1[17O][17C]2[18O][15C]3[14C]2[16C]13,N1OC2OC3C2C13,0.5889279222778172,0.7415071856158602
50000,1053423,[13C].[17O].[18O]=[15N][16C]1[14C]2[17C][15C]21,[18O]=[15N][16C]1[14C]2[17C][15C]21,O=NC1C2CC21,0.3451051028214549,0.8410372661410018
50100,1089859,[13C].[15N].[17C].[17O][15C][14C]=[16C][18O],[17O][15C][14C]=[16C][18O],OCC=CO,0.09949197379388322,0.973819365381652
50200,1091647,[13C].[17C].[18O][16C]=[14C][15C]1[15N][17O]1,[18O][16C]=[14C][15C]1[15N][17O]1,OC=CC1NO1,0.32192324158458013,0.7857765803968619
50300,1093961,[13C].[16C]=[14C][15C]1[17O][17C]12[15N][18O]2,[16C]=[14C][15C]1[17O][17C]12[15N][18O]2,C=CC1OC12NO2,0.20566448635329054,0.9430835928482872
50400,1134478,[13C].[14C]=[15C].[16C][15N]=[17C][17O].[18O],[16C][15N]=[17C][17O],CN=CO,0.09025701552066162,0.9377976910679624
50500,1135302,[13C].[14C]=[15C].[15N]=[16C][17C]([17O])=[18O],[15N]=[16C][17C]([17O])=[18O],N=CC(O)=O,0.3066983645232784,0.6949182086877338
50600,1136310,[13C].[14C]=[15C][18O][17C]1[16C][15N]1[17O],[14C]=[15C][18O][17C]1[16C][15N]1[17O],C=COC1CN1O,0.13398955596772016,0.9093885049208964
50700,1137423,[13C].[14C]=[15C][17O][15N]=[16C][17C][18O],[14C]=[15C][17O][15N]=[16C][17C][18O],C=CON=CCO,0.13193396416055603,0.8995468439452095
50800,1138864,[13C].[14C]=[15C][15N].[16C]1[17C][17O]1.[18O],[14C]=[15C][15N],C=CN,0.17315320449292182,0.8825106473128379
50900,1141301,[13C].[14C]=[15C][17C]=[18O].[16C][15N]=[17O],[14C]=[15C][17C]=[18O],C=CC=O,0.09102105323884582,0.9089789467613751
51000,1142045,[13C].[14C]=[15C][17C](=[17O])[16C]=[15N].[18O],[14C]=[15C][17C](=[17O])[16C]=[15N],C=CC(=O)C=N,0.28612282115734694,0.7138771788806774
51100,1146323,[13C].[14C]=[15C][16C]1[17C][17O][18O][15N]1,[14C]=[15C][16C]1[17C][17O][18O][15N]1,C=CC1COON1,0.31080067410401385,0.8926080089351184
51200,1151471,[13C].[15C]=[14C][18O][17C]=[16C][17O].[15N],[15C]=[14C][18O][17C]=[16C][17O],C=COC=CO,0.15027885794682763,0.8937401512988373
51300,1152694,[13C].[17C][16C][18O][14C]=[15C][15N].[17O],[17C][16C][18O][14C]=[15C][15N],CCOC=CN,0.09660429287507326,0.9297408415164831
51400,1154061,[13C].[17O][17C]12[15C]=[14C][18O][15N]1[16C]2,[17O][17C]12[15C]=[14C][18O][15N]1[16C]2,OC12C=CON1C2,0.4640813746667652,0.7750782377379577
51500,1160072,[13C].[15C]=[14C][17O].[17C][15N][16C][18O],[17C][15N][16C][18O],CNCO,0.1503577194327414,0.9466240117627576
51600,1160874,[13C].[14C]1=[15C][18O][16C][17C]=[15N][17O]1,[14C]1=[15C][18O][16C][17C]=[15N][17O]1,C1=COCC=NO1,0.5133921357438446,0.5396066914892772
51700,1162748,[13C].[15N].[16C][18O].[17C][15C]=[14C][17O],[17C][15C]=[14C][17O],CC=CO,0.09613173986731934,0.9314204343773134
51800,1164809,[13C].[17C][18O][15N][16C][15C]=[14C][17O],[17C][18O][15N][16C][15C]=[14C][17O],CONCC=CO,0.21314582657781803,0.8445091310454418
51900,1172543,[13C].[15C]=[14C][15N]=[16C][18O][17C][17O],[15C]=[14C][15N]=[16C][18O][17C][17O],C=CN=COCO,0.21620240876540758,0.8854418146899391
52000,1173382,[13C].[16C][15N]1[14C]=[15C][18O][17C]1.[17O],[16C][15N]1[14C]=[15C][18O][17C]1,CN1C=COC1,0.32931080492755027,0.741049426498409
52100,1174217,[13C].[17O][15C]=[14C][15N]1[16C][17C]1.[18O],[17O][15C]=[14C][15N]1[16C][17C]1,OC=CN1CC1,0.24134906299542416,0.8096190728897782
52200,1176456,[13C].[16C][17C]12[15C]=[14C][15N]1[17O]2.[18O],[16C][17C]12[15C]=[14C][15N]1[17O]2,CC12C=CN1O2,0.4865133105182379,0.6744940676495722
52300,1179138,[13C].[14C]1=[15C][16C][17C]2[17O][15N]1[18O]2,[14C]1=[15C][16C][17C]2[17O][15N]1[18O]2,C1=CCC2ON1O2,0.5412461074927853,0.7942199841400228
52400,1195754,[13C].[15C]=[14C][17C][15N][16C][18O].[17O],[15C]=[14C][17C][15N][16C][18O],C=CCNCO,0.09273994120900549,0.980984098641165
52500,1196564,[13C].[15C]=[14C][17C]=[16C][17O][15N]=[18O],[15C]=[14C][17C]=[16C][17O][15N]=[18O],C=CC=CON=O,0.06922682252388476,0.952255707533083
52600,1197549,[13C].[15N].[16C].[17C][14C]=[15C][17O].[18O],[17C][14C]=[15C][17O],CC=CO,0.30332797152637986,0.7371043760071752
52700,1198764,[13C].[15N][15C]=[14C][17C]=[17O].[16C][18O],[15N][15C]=[14C][17C]=[17O],NC=CC=O,0.17251722377930997,0.8439734469159733
52800,1199422,[13C].[17O][16C]=[17C][14C]=[15C][15N][18O],[17O][16C]=[17C][14C]=[15C][15N][18O],OC=CC=CNO,0.13525250650969092,0.8914963656907623
52900,1204161,[13C].[18O][15N]1[17O][17C]12[14C]=[15C][16C]2,[18O][15N]1[17O][17C]12[14C]=[15C][16C]2,ON1OC12C=CC2,0.3333306402415165,0.8960819062940764
53000,1234577,[13C].[15C]=[14C][16C]([17C]=[18O])[17O][15N],[15C]=[14C][16C]([17C]=[18O])[17O][15N],C=CC(C=O)ON,0.4375748413227343,0.7024795436840215
53100,1236100,[13C].[15N][16C]([18O])[14C]=[15C][17O].[17C],[15N][16C]([18O])[14C]=[15C][17O],NC(O)C=CO,0.30508098429048996,0.8914414726580469
53200,1239192,[13C].[16C][14C]=[15C][17C][18O][15N][17O],[16C][14C]=[15C][17C][18O][15N][17O],CC=CCONO,0.07346850829468508,0.9739020980682628
53300,1281833,[13C].[14C]#[15C].[16C][15N]1[17O][18O]1.[17C],[16C][15N]1[17O][18O]1,CN1OO1,0.18415735612838685,0.8542757755865409
53400,1282580,[13C].[14C]#[15C].[17O][15N][16C]1[17C][18O]1,[17O][15N][16C]1[17C][18O]1,ONC1CO1,0.16902904891059162,0.94474593725787
53500,1311130,[14C][13C][15N]1[17O][16C]2[18O][17C]21.[15C],[14C][13C][15N]1[17O][16C]2[18O][17C]21,CCN1OC2OC21,0.20203988542614665,0.8955361901494869
53600,1312233,[14C][13C][15N]1[17C][16C][17O]1.[15C]=[18O],[14C][13C][15N]1[17C][16C][17O]1,CCN1CCO1,0.22507029534810027,0.8606498855551893
53700,1313317,[14C][13C][15N]([16C])[17C].[17O]=[15C][18O],[14C][13C][15N]([16C])[17C],CCN(C)C,0.37648720283812853,0.7623406832947346
53800,1314124,[14C][13C][15N]([15C][18O])[16C]=[17C].[17O],[14C][13C][15N]([15C][18O])[16C]=[17C],CCN(CO)C=C,0.46040477169840754,0.6535404175607374
53900,1315193,[14C][13C][15N]([17O])[17C]([15C])[18O].[16C],[14C][13C][15N]([17O])[17C]([15C])[18O],CCN(O)C(C)O,0.30665969293063183,0.8128223080423927
54000,1316084,[14C][13C][15N][17C]1([17O][16C])[15C][18O]1,[14C][13C][15N][17C]1([17O][16C])[15C][18O]1,CCNC1(OC)CO1,0.4216259367641292,0.8160539666274454
54100,1316885,[14C][13C][15N]1[18O][17O][15C][17C]1=[16C],[14C][13C][15N]1[18O][17O][15C][17C]1=[16C],CCN1OOCC1=C,0.45061607874441856,0.7483317060287505
54200,1317858,[14C][13C][15N]1[15C]2[18O][17O][17C]21.[16C],[14C][13C][15N]1[15C]2[18O][17O][17C]21,CCN1C2OOC21,0.2049085994890203,0.9366308076473578
54300,1318958,[14C][13C][15N]([17O])[16C]=[18O].[15C]=[17C],[14C][13C][15N]([17O])[16C]=[18O],CCN(O)C=O,0.5009505626930463,0.6249569452701742
54400,1320346,[14C][13C][15N]([17O])[15C]=[17C]1[16C][18O]1,[14C][13C][15N]([17O])[15C]=[17C]1[16C][18O]1,CCN(O)C=C1CO1,0.16558801030592357,0.9145375630294552
54500,1322683,[14C][13C][15N]1[17O][17C][16C]1[15C][18O],[14C][13C][15N]1[17O][17C][16C]1[15C][18O],CCN1OCC1CO,0.282318190090964,0.7972152613484631
54600,1324044,[14C][13C][15N]1[15C][16C]2[18O][17C]21.[17O],[14C][13C][15N]1[15C][16C]2[18O][17C]21,CCN1CC2OC21,0.297301009482125,0.8464226588890408
54700,1325354,[14C][13C][15N][16C][15C][17C][17O][18O],[14C][13C][15N][16C][15C][17C][17O][18O],CCNCCCOO,0.06796605491402755,0.9916498525310221
54800,1326929,[14C][13C][15N]1[18O][17O][17C][15C]1[16C],[14C][13C][15N]1[18O][17O][17C][15C]1[16C],CCN1OOCC1C,0.41777510537585527,0.7859500117270738
54900,1329870,[14C][13C][15N]([17O])[16C]=[15C][18O].[17C],[14C][13C][15N]([17O])[16C]=[15C][18O],CCN(O)C=CO,0.22241843665023742,0.8805515359499922
55000,1334079,[15C].[18O][14C][13C][15N]1[17C][16C][17O]1,[18O][14C][13C][15N]1[17C][16C][17O]1,OCCN1CCO1,0.23331253913463024,0.9540540630403077
55100,1334862,[15C]=[17O].[17C][16C]1[15N][13C][14C][18O]1,[17C][16C]1[15N][13C][14C][18O]1,CC1NCCO1,0.4685456768742533,0.777292313275476
55200,1335556,[13C]1[14C][18O][17O][15C]=[15N]1.[16C].[17C],[13C]1[14C][18O][17O][15C]=[15N]1,C1COOC=N1,0.5303292218677099,0.5430438168568826
55300,1336279,[13C]1[14C][18O][17O][15C][17C]2[16C][15N]12,[13C]1[14C][18O][17O][15C][17C]2[16C][15N]12,C1COOCC2CN12,0.5598051166048464,0.7384816007326199
55400,1337136,[15C]=[17C][15N]1[13C][14C][18O]1.[16C]=[17O],[15C]=[17C][15N]1[13C][14C][18O]1,C=CN1CCO1,0.19347603968310353,0.8845374399853899
55500,1338550,[15C][16C]([17O])[17C]=[15N][13C][14C][18O],[15C][16C]([17O])[17C]=[15N][13C][14C][18O],CC(O)C=NCCO,0.22417071305187494,0.8857540808749311
55600,1339521,[18O][14C][13C][15N]1[17C][16C]2[17O][15C]21,[18O][14C][13C][15N]1[17C][16C]2[17O][15C]21,OCCN1CC2OC21,0.2425460849688757,0.8963641551562804
55700,1340877,[16C][15C]=[17C][18O][14C][13C][15N][17O],[16C][15C]=[17C][18O][14C][13C][15N][17O],CC=COCCNO,0.17593049319462634,0.8973236084036939
55800,1343882,[15C][17O][16C][15N][13C][14C]=[18O].[17C],[15C][17O][16C][15N][13C][14C]=[18O],COCNCC=O,0.08586569415386135,0.9344443870949227
55900,1345300,[17O][17C]1[15C]2[16C]1[15N]2[13C][14C]=[18O],[17O][17C]1[15C]2[16C]1[15N]2[13C][14C]=[18O],OC1C2C1N2CC=O,0.12076058971588148,0.9419663769229044
56000,1346822,[15C][18O][15N]1[13C][14C][17O][16C]=[17C]1,[15C][18O][15N]1[13C][14C][17O][16C]=[17C]1,CON1CCOC=C1,0.3051534159768631,0.8079577357778442
56100,1347546,[13C]1[14C][17O][16C]=[17C]2[18O][15C][15N]12,[13C]1[14C][17O][16C]=[17C]2[18O][15C][15N]12,C1COC=C2OCN12,0.34998015059809107,0.7506216639565876
56200,1348345,[16C][18O][15C][17C]=[15N][13C][14C][17O],[16C][18O][15C][17C]=[15N][13C][14C][17O],COCC=NCCO,0.13477858915083232,0.9614134140055501
56300,1349012,[16C][17O][14C][13C][15N]1[18O][15C]1[17C],[16C][17O][14C][13C][15N]1[18O][15C]1[17C],COCCN1OC1C,0.22012285457265557,0.9438666881136251
56400,1350255,[15C]#[17C][17O][14C][13C][15N].[16C].[18O],[15C]#[17C][17O][14C][13C][15N],C#COCCN,0.3007758076264671,0.8732921598458204
56500,1351539,[13C]1[14C][17O][18O][16C]2[15C][15N]12.[17C],[13C]1[14C][17O][18O][16C]2[15C][15N]12,C1COOC2CN12,0.46221255121504307,0.7032279428919626
56600,1352638,[17C][15C]1[16C][15N]([18O])[13C][14C][17O]1,[17C][15C]1[16C][15N]([18O])[13C][14C][17O]1,CC1CN(O)CCO1,0.39883119005087,0.7314856816843661
56700,1354787,[16C]=[15C][17C][15N]1[13C][14C][17O]1.[18O],[16C]=[15C][17C][15N]1[13C][14C][17O]1,C=CCN1CCO1,0.16529601460803428,0.9173076459397114
56800,1356608,[16C]=[17C].[18O][14C]1[13C][15N][15C][17O]1,[18O][14C]1[13C][15N][15C][17O]1,OC1CNCO1,0.5333199202811748,0.7935882819881169
56900,1357347,[15C]=[17C][17O][14C]1[13C][15N][16C][18O]1,[15C]=[17C][17O][14C]1[13C][15N][16C][18O]1,C=COC1CNCO1,0.24253501264713054,0.9073671620811795
57000,1358483,[13C]1[14C]2[17O][16C][15C][17C][15N]1[18O]2,[13C]1[14C]2[17O][16C][15C][17C][15N]1[18O]2,C1C2OCCCN1O2,0.6327005888323224,0.7154960685732148
57100,1361778,[16C]=[17C][18O][15C]=[15N][13C][14C]=[17O],[16C]=[17C][18O][15C]=[15N][13C][14C]=[17O],C=COC=NCC=O,0.19841279851525861,0.907367992454763
57200,1365562,[15C][18O].[17C]=[16C][17O][15N]1[13C][14C]1,[17C]=[16C][17O][15N]1[13C][14C]1,C=CON1CC1,0.1625981375183141,0.9127304249191437
57300,1366613,[16C]1[17C][18O]1.[17O]=[15C][15N]1[13C][14C]1,[17O]=[15C][15N]1[13C][14C]1,O=CN1CC1,0.17193719943003294,0.8671083752780088
57400,1367795,[16C]=[18O].[17O]=[17C][15C][15N]1[13C][14C]1,[17O]=[17C][15C][15N]1[13C][14C]1,O=CCN1CC1,0.21017354806908398,0.9598319193413757
57500,1369488,[15C][16C]([17O][17C][18O])[15N]1[13C][14C]1,[15C][16C]([17O][17C][18O])[15N]1[13C][14C]1,CC(OCO)N1CC1,0.4004125281388476,0.7650549045039933
57600,1370922,[17C][15C][16C]([17O][18O])[15N]1[13C][14C]1,[17C][15C][16C]([17O][18O])[15N]1[13C][14C]1,CCC(OO)N1CC1,0.4008950866371658,0.70230849296547
57700,1373592,[18O][17O][16C]=[15C][17C][15N]1[13C][14C]1,[18O][17O][16C]=[15C][17C][15N]1[13C][14C]1,OOC=CCN1CC1,0.11018725733801493,0.963275955074135
57800,1375554,[15C][17C]([16C][17O])[18O][14C]1[13C][15N]1,[15C][17C]([16C][17O])[18O][14C]1[13C][15N]1,CC(CO)OC1CN1,0.3185991713705111,0.7467156474067701
57900,1376670,[15C][16C]([17O][17C])[15N]1[13C][14C]1[18O],[15C][16C]([17O][17C])[15N]1[13C][14C]1[18O],CC(OC)N1CC1O,0.27672692147605055,0.8586300688280532
58000,1378075,[15C]=[16C][17O][17C][18O][14C]1[13C][15N]1,[15C]=[16C][17O][17C][18O][14C]1[13C][15N]1,C=COCOC1CN1,0.10292091890071471,0.964666992668933
58100,1380715,[15C][15N]1[13C][14C]1[17O].[16C]=[17C].[18O],[15C][15N]1[13C][14C]1[17O],CN1CC1O,0.26954830451244727,0.8811394533388591
58200,1381472,[15C]=[17C][15N]1[13C][14C]1[17O][16C][18O],[15C]=[17C][15N]1[13C][14C]1[17O][16C][18O],C=CN1CC1OCO,0.14241144827353086,0.9371379335780049
58300,1382639,[13C]1[14C]2[17O][17C][15C][16C][15N]12.[18O],[13C]1[14C]2[17O][17C][15C][16C][15N]12,C1C2OCCCN12,0.4429694685808101,0.7352289105046274
58400,1392288,[15C].[17O][16C][15N]1[13C][14C][17C][18O]1,[17O][16C][15N]1[13C][14C][17C][18O]1,OCN1CCCO1,0.25486595887709307,0.8325358633572848
58500,1393117,[15C][18O][17C]1[14C][13C][15N][16C]1.[17O],[15C][18O][17C]1[14C][13C][15N][16C]1,COC1CCNC1,0.3169609365873648,0.8690916659508957
58600,1393904,[16C][17C]1([14C][13C][15N])[17O][15C][18O]1,[16C][17C]1([14C][13C][15N])[17O][15C][18O]1,CC1(CCN)OCO1,0.3255064115290988,0.8494884559392533
58700,1394606,[15C][15N]([17O])[13C][14C][17C]=[16C].[18O],[15C][15N]([17O])[13C][14C][17C]=[16C],CN(O)CCC=C,0.221151614660538,0.9505040641067178
58800,1395362,[17O]=[15C][15N]1[13C][14C][17C](=[18O])[16C]1,[17O]=[15C][15N]1[13C][14C][17C](=[18O])[16C]1,O=CN1CCC(=O)C1,0.24485269625275757,0.8655540787115629
58900,1396167,[15C][17C]1[14C][13C][15N]([17O])[16C]1.[18O],[15C][17C]1[14C][13C][15N]([17O])[16C]1,CC1CCN(O)C1,0.2968719510091588,0.7898153080622341
59000,1396843,[13C]1[14C][17C]2([15C][17O]2)[16C][18O][15N]1,[13C]1[14C][17C]2([15C][17O]2)[16C][18O][15N]1,C1CC2(CO2)CON1,0.4381674671790903,0.8183402640408525
59100,1397580,[17O][16C][18O][15C]1[17C][14C][13C][15N]1,[17O][16C][18O][15C]1[17C][14C][13C][15N]1,OCOC1CCCN1,0.16551048673684707,0.9159029705651082
59200,1398482,[15N][13C][14C][17C]=[15C][18O][16C][17O],[15N][13C][14C][17C]=[15C][18O][16C][17O],NCCC=COCO,0.07021558392366657,0.9764221981705473
59300,1399888,[15C][16C]1[18O][17O][15N]2[13C][14C][17C]12,[15C][16C]1[18O][17O][15N]2[13C][14C][17C]12,CC1OON2CCC12,0.4857559614264678,0.7505901034187844
59400,1400972,[16C][15C]1[17O][15N]2[13C][14C][17C]2[18O]1,[16C][15C]1[17O][15N]2[13C][14C][17C]2[18O]1,CC1ON2CCC2O1,0.3195709793391965,0.8668444247484792
59500,1401987,[17O][15C]1[16C][15N]1[13C][14C][17C]=[18O],[17O][15C]1[16C][15N]1[13C][14C][17C]=[18O],OC1CN1CCC=O,0.08987901194728748,0.9577766096670085
59600,1403044,[13C]1[14C][17C]23[17O][18O][15C]2[16C][15N]13,[13C]1[14C][17C]23[17O][18O][15C]2[16C][15N]13,C1CC23OOC2CN13,,
59700,1405021,[15C]=[16C].[17C][14C][13C][15N]=[17O].[18O],[17C][14C][13C][15N]=[17O],CCCN=O,0.09554656463223454,0.950440090633494
59800,1406904,[15N][13C][14C][17C][15C]=[16C][18O].[17O],[15N][13C][14C][17C][15C]=[16C][18O],NCCCC=CO,0.20226300230230027,0.8579222045789388
59900,1409303,[15C][17O][17C]1[18O][14C]1[13C][15N].[16C],[15C][17O][17C]1[18O][14C]1[13C][15N],COC1OC1CN,0.23022650478672665,0.8895825330016086
60000,1409994,[16C]=[17C]1[14C]2[13C][15N]1[15C][17O][18O]2,[16C]=[17C]1[14C]2[13C][15N]1[15C][17O][18O]2,C=C1C2CN1COO2,0.4241244253358245,0.9218376381498274
60100,1410697,[17O][15C][17C]1[16C][15N]2[13C][14C]1[18O]2,[17O][15C][17C]1[16C][15N]2[13C][14C]1[18O]2,OCC1CN2CC1O2,0.31442334811436917,0.9278741844846211
60200,1411372,[15C]=[17C]1[14C]([18O])[13C][15N]2[17O][16C]12,[15C]=[17C]1[14C]([18O])[13C][15N]2[17O][16C]12,C=C1C(O)CN2OC12,0.44569156867195164,0.6662530669399968
60300,1412377,[15N][13C][14C]([18O])[17C][16C]1[15C][17O]1,[15N][13C][14C]([18O])[17C][16C]1[15C][17O]1,NCC(O)CC1CO1,0.29342612183068745,0.8429582254822692
60400,1413222,[17O][17C]1([14C]2[13C][15N][18O]2)[15C][16C]1,[17O][17C]1([14C]2[13C][15N][18O]2)[15C][16C]1,OC1(C2CNO2)CC1,0.3648761223701733,0.9486315645473535
60500,1414530,[15N][13C][14C]1[18O][15C]=[16C][17C]1=[17O],[15N][13C][14C]1[18O][15C]=[16C][17C]1=[17O],NCC1OC=CC1=O,0.4000941013325469,0.7379275213677393
60600,1418267,[15C][18O][17O][14C]([17C])[13C][15N][16C],[15C][18O][17O][14C]([17C])[13C][15N][16C],COOC(C)CNC,0.34293817319695247,0.7188659772191844
60700,1418918,[16C][18O][15C][15N]1[13C][14C]2[17O][17C]21,[16C][18O][15C][15N]1[13C][14C]2[17O][17C]21,COCN1CC2OC21,0.25360495572138325,0.931071908537325
60800,1419600,[13C]1[15N]=[17C]2[15C][18O][16C][17O][14C]12,[13C]1[15N]=[17C]2[15C][18O][16C][17O][14C]12,C1N=C2COCOC12,0.4030173259380209,0.7392817201847401
60900,1420343,[15C]=[17C]1[18O][15N]([16C])[13C][14C]1[17O],[15C]=[17C]1[18O][15N]([16C])[13C][14C]1[17O],C=C1ON(C)CC1O,0.39187946626348924,0.7154764233907827
